Height,Weight,HandSize,ArmLength,FortyTime,TwentyTime,TenTime,Bench,Vertical,BroadJump,Shuttle,ThreeCone,SixtyShuttle,LastYearRecAvg,CareerRecAvg,LastYearReturnAvg,CareerReturnAvg,DraftRound,College,DraftYear,CareerRec,LastYearRec
75.63,211.0,9.25,34.38,4.48,2.53,1.55,18.0,34.5,126.0,4.21,6.91,11.46,14.9,15.8,0,0,1,Georgia,2011,2619,848
76.13,216.0,9.75,35.0,4.53,2.67,1.62,15.0,33.5,118.0,4.25,7.05,11.6,10.6,12.1,0,0,0,South Carolina,2011,905,465
73.0,193.0,,,4.68,2.7,1.6,4.0,32.0,112.0,4.18,7.16,,15.0,14.5,0,0,0,Frenso State (CA),2011,1395,812
73.5,209.0,10.63,32.25,4.4,2.53,1.51,14.0,36.0,117.0,4.21,6.94,11.37,16.1,16.1,0,0,3,Miami (FL),2011,2160,1156
70.38,203.0,10.13,31.13,4.53,2.58,1.58,10.0,34.0,111.0,4.21,6.77,11.68,11.1,11.2,20.5,23.3,6,East Carolina (NC),2011,3001,1123
76.38,210.0,8.63,34.0,4.51,2.6,1.61,11.0,35.0,130.0,4.31,6.69,11.4,0,0,0,0,0,Hillsdale (MI),2011,0,0
75.0,215.0,9.0,33.0,4.61,2.63,1.62,14.0,37.5,113.0,4.43,7.45,11.68,0,0,0,0,0,Florida Atlantic,2011,0,0
68.88,185.0,9.25,32.0,4.46,2.54,1.56,11.0,37.5,117.0,4.25,7.07,11.57,9.8,11.9,25.2,23.6,3,Troy (AL),2011,3128,822
71.25,199.0,9.0,30.75,4.46,2.55,1.52,16.0,,,,,,10.8,12.7,21.8,24.1,6,Southern California,2011,1750,692
74.75,220.0,9.75,33.75,4.34,2.47,1.5,17.0,38.5,135.0,4.25,6.66,11.07,14.5,14.8,0,0,1,Alabama,2011,2653,1133
69.5,189.0,9.0,30.0,4.56,2.63,1.58,16.0,34.5,120.0,,,,10.3,10.8,0,0,5,Texas Christian,2011,1299,575
74.5,231.0,9.13,33.25,4.51,2.59,1.53,27.0,40.5,129.0,4.21,6.8,11.28,0,0,0,0,0,North Carolina,2011,0,0
74.13,211.0,9.75,33.75,4.34,2.48,1.52,,35.5,,4.19,7.15,11.27,0,0,0,0,0,Fort Valley State (GA),2011,0,0
72.88,190.0,9.13,31.5,4.56,2.69,1.6,,33.5,,3.94,6.42,10.88,14.0,13.0,0,0,0,Oregon,2011,2311,1076
70.5,182.0,,,,,,,,,,,,12.4,11.8,0,0,7,Colorado,2011,2588,621
71.63,194.0,9.5,33.0,4.43,2.5,1.55,13.0,36.0,118.0,4.15,6.78,,20.9,17.9,16.8,20.4,5,Tennessee,2011,2004,981
72.5,189.0,,,4.48,2.62,1.59,10.0,35.5,123.0,4.25,6.91,,0,0,0,0,0,Michigan State,2011,0,0
70.5,197.0,9.0,32.0,4.59,2.69,1.61,15.0,34.5,116.0,4.37,,,0,0,0,0,0,Fort Hays State (KS),2011,0,0
72.5,200.0,,,4.56,2.7,1.67,13.0,38.5,129.0,4.22,6.83,,16.6,15.2,30.6,34.4,0,Central Florida,2011,986,616
72.88,224.0,8.88,31.0,4.45,2.58,1.52,24.0,34.5,117.0,4.14,6.9,11.75,13.2,14.9,24.4,24.5,5,Nebraska,2011,1532,516
74.63,209.0,9.75,31.75,4.56,2.56,1.6,14.0,33.5,120.0,3.88,6.68,11.14,13.4,12.4,0,0,3,Boise State,2011,2838,951
69.88,199.0,8.75,30.5,4.56,,,19.0,,,,,,14.8,11.9,,22.3,5,Hawaii,2011,2491,1306
69.63,184.0,8.75,29.5,4.35,2.46,1.55,17.0,40.0,126.0,4.09,6.65,11.01,20.0,18.3,15.0,22.0,6,Southern Methodist (TX),2011,3314,1301
73.13,210.0,9.25,32.0,4.53,2.6,1.56,15.0,37.0,120.0,4.1,6.65,11.21,15.9,15.2,0,0,4,Hawaii,2011,4345,1889
74.0,204.0,9.63,33.0,4.69,,,14.0,,,,,,18.2,15.4,,15.7,7,San Diego State,2011,2242,1220
66.13,181.0,8.88,28.25,4.5,2.5,1.51,19.0,34.5,121.0,4.13,6.78,,10.6,9.6,0,0,0,West Virginia,2011,1980,728
71.38,182.0,8.25,30.5,4.56,2.56,1.56,,33.5,,3.97,6.46,10.94,17.2,15.2,0,0,0,Ohio State,2011,1879,948
71.75,205.0,9.25,31.63,4.58,2.54,1.59,21.0,34.5,114.0,4.07,6.5,11.18,0,0,0,0,0,Mount Union (OH),2011,0,0
74.25,214.0,,,,,,,,,,,,6.8,10.8,0,0,0,Purdue,2011,1709,123
72.88,204.0,8.63,32.63,4.41,2.5,1.51,19.0,41.0,126.0,4.13,6.72,11.33,15.7,14.6,19.5,24.3,2,Maryland,2011,2215,1055
73.88,195.0,9.5,33.38,4.51,2.55,1.54,6.0,37.5,125.0,4.18,6.86,11.16,15.2,19.4,0,0,0,North Carolina State,2011,2441,912
75.5,212.0,10.0,32.0,4.62,2.68,1.63,,32.0,,4.03,6.48,11.4,14.1,14.4,0,0,0,Louisiana State,2011,1820,579
73.75,220.0,,,4.66,2.68,1.63,16.0,41.0,128.0,4.15,6.77,,10.2,10.0,0,0,0,Indiana,2011,1436,681
73.13,202.0,9.0,30.0,4.53,2.52,1.55,18.0,38.5,123.0,4.09,6.67,11.21,10.7,13.5,0,0,6,Stanford,2011,1884,439
72.75,188.0,9.25,32.0,4.56,2.58,1.59,9.0,35.5,123.0,4.09,6.61,11.38,11.3,13.9,0,0,0,Wake Forest,2011,1529,272
72.0,204.0,9.0,31.38,4.5,2.56,1.56,19.0,37.0,115.0,4.18,7.08,,15.2,15.8,0,0,0,Texas Christian,2011,2316,486
71.38,174.0,9.0,30.88,4.43,2.54,1.58,,,,,,,17.1,15.0,23.5,25.9,2,Boise State,2011,3063,1215
75.38,204.0,9.38,32.63,4.6,2.6,1.53,14.0,36.0,115.0,4.39,7.22,,13.8,15.5,0,0,0,Frenso State (CA),2010,1997,677
76.63,215.0,,,,,,,,,,,,15.8,14.5,0,0,0,Missouri,2010,2778,1781
73.75,188.0,,,4.52,2.52,1.53,,40.0,,4.43,7.03,,13.6,13.5,0,0,0,West Virginia,2010,1052,586
69.63,165.0,,,,,,,,,,,,12.3,10.9,0,0,7,UCLA,2010,1192,455
66.75,149.0,,,4.43,2.58,1.56,,31.0,,4.29,6.88,,12.6,14.3,28.9,28.5,0,Kansas State,2010,1754,705
72.0,215.0,,,,,,,,,,,,11.4,11.1,0,0,0,Bowling Green (OH),2010,3290,1770
74.13,211.0,9.13,32.25,4.5,2.61,1.54,15.0,35.0,117.0,4.35,6.76,,0,0,0,0,0,Norfolk State (VA),2010,0,0
73.0,219.0,,,4.57,2.58,1.55,20.0,37.0,118.0,,,,12.9,14.0,26.5,23.7,2,Illinois,2010,2221,490
73.0,204.0,,,4.75,2.75,1.66,14.0,36.0,112.0,4.69,7.35,,14.7,15.4,0,0,0,California,2010,707,191
74.0,207.0,9.5,33.5,4.66,2.68,1.6,9.0,33.0,115.0,4.57,7.1,,15.9,14.8,22.7,24.1,6,Kansas,2010,3240,1337
70.13,186.0,,,4.56,2.61,1.56,13.0,33.5,105.0,4.18,6.98,,10.9,10.5,22.1,23.1,6,Central Michigan,2010,3199,1198
74.0,225.0,,,,,,,,,,,,19.0,16.5,0,0,1,Oklahoma State,2010,2425,323
71.38,191.0,,,,,,12.0,,,,,,0,0,0,0,0,UC-Davis,2010,0,0
75.38,222.0,10.38,32.63,4.53,2.59,1.54,,33.0,,,,,18.8,18.5,0,0,5,Florida,2010,1496,961
75.13,217.0,9.13,31.0,4.54,,,15.0,,,,,,15.2,13.7,0,0,3,Minnesota,2010,3119,758
74.75,210.0,8.5,32.75,4.39,2.52,1.52,16.0,34.0,123.0,4.6,6.94,11.5,18.6,18.8,0,0,0,Connecticut,2010,997,893
70.88,187.0,,,,,,,,,,,,0,0,0,0,0,Appalachian State (NC),2010,0,0
68.88,186.0,,,4.22,2.44,1.46,15.0,33.5,115.0,4.44,7.0,,13.9,13.9,0,0,4,Clemson,2010,1986,779
75.0,217.0,,,4.43,2.59,1.54,15.0,34.5,124.0,4.41,6.94,,13.0,13.4,25.3,22.7,6,Baylor,2010,1555,675
71.88,187.0,9.13,32.25,4.61,2.62,1.53,,39.0,,4.4,6.92,11.59,13.7,14.7,30.5,28.9,4,Cincinnati,2010,3003,1191
73.25,209.0,,,4.62,2.65,1.55,11.0,33.5,117.0,4.32,6.9,,16.2,15.3,0,0,0,Mississippi,2010,2646,1135
65.25,166.0,,,4.21,2.47,1.5,10.0,42.0,116.0,4.48,6.54,,0,0,24.4,24.7,6,Louisiana State,2010,0,0
72.38,214.0,,,4.46,2.55,1.54,20.0,41.0,119.0,4.2,6.9,,0,0,0,0,0,Youngstown State (OH),2010,0,0
70.63,182.0,,,4.49,,,14.0,,,,,,13.0,13.4,0,0,0,San Jose State,2010,2143,777
74.5,211.0,,,4.58,2.68,1.55,,36.0,,4.23,6.81,,13.9,14.4,,10.0,3,Louisiana State,2010,2517,792
74.13,216.0,,,4.46,2.58,1.49,20.0,41.5,123.0,4.09,6.45,,13.7,14.1,0,0,0,Louisville,2010,1286,727
72.88,190.0,,,,,,,,,,,,0,0,0,0,0,Montana,2010,0,0
68.75,172.0,8.38,29.25,4.53,2.5,1.55,20.0,37.5,118.0,4.06,,,0,0,,19.7,2,Mississippi,2010,0,0
72.88,201.0,,,4.52,,,19.0,40.0,122.0,4.21,,,12.0,13.3,,18.4,0,Arizona State,2010,2242,673
74.13,224.0,,,4.62,2.67,1.57,13.0,35.0,115.0,4.23,,,9.7,10.2,0,0,0,Kansas,2010,2309,985
74.88,215.0,10.63,33.5,4.46,2.6,1.52,16.0,36.0,122.0,4.55,6.96,,17.7,15.7,0,0,6,South Florida,2010,1648,706
71.75,189.0,,,,,,,,,,,,6.5,10.0,0,0,0,Louisiana State,2010,239,65
71.25,199.0,,,4.66,2.71,1.63,16.0,35.0,117.0,4.16,,,0,0,0,0,0,North Alabama,2010,0,0
72.75,178.0,9.0,32.0,4.51,2.56,1.49,11.0,33.5,121.0,4.39,6.75,,15.1,13.5,0,0,0,Missouri,2010,1844,696
72.38,204.0,,,4.4,2.52,1.5,16.0,37.0,114.0,4.34,6.82,,14.0,13.6,,17.9,3,Ohio,2010,2019,784
72.13,191.0,,,4.56,2.58,1.56,15.0,37.0,114.0,4.38,6.95,,14.7,15.2,20.1,24.1,5,Utah,2010,1615,1188
70.88,195.0,,,4.4,2.58,1.52,15.0,36.0,120.0,4.15,6.77,,0,0,0,0,0,Citadel (SC),2010,0,0
70.88,186.0,,,4.4,2.46,1.49,12.0,39.5,126.0,4.1,6.64,,13.7,13.3,0,0,3,Southern Methodist (TX),2010,3791,1339
71.25,193.0,9.63,30.5,4.6,2.6,1.55,16.0,36.5,116.0,,,,12.8,12.9,0,0,3,Texas,2010,3191,1485
72.88,201.0,,,,,,,,,,,,0,0,0,0,0,Southern (LA),2010,0,0
70.25,199.0,9.25,30.5,4.42,2.5,1.51,17.0,35.0,120.0,4.34,7.12,,16.1,17.2,20.7,20.7,2,Notre Dame,2010,2707,1496
75.25,224.0,,,,,,,,,,,,25.1,19.5,0,0,1,Georgia Tech,2010,2339,1154
70.25,185.0,,,,,,,,,,,,0,0,0,0,0,Weber State (UT),2010,0,0
73.63,200.0,,,,,,,,,,,,15.6,16.3,0,0,0,California,2010,815,453
75.88,223.0,,,,,,,,,,,,12.9,12.9,0,0,0,San Diego State,2010,940,463
74.75,223.0,,,,,,,,,,,,0,0,0,0,6,Alabama-Birmingham,2010,0,0
72.38,212.0,,,4.61,,1.65,15.0,33.5,113.0,,,,15.7,13.0,22.8,21.3,0,Frenso State (CA),2010,1051,472
74.25,209.0,9.25,31.5,4.49,2.6,1.5,18.0,33.5,115.0,4.03,6.69,11.07,14.1,14.4,0,0,0,Michigan State,2010,1674,990
72.63,197.0,9.25,31.75,4.52,2.62,1.5,19.0,38.0,118.0,4.24,6.79,,14.4,14.4,0,0,3,Southern California,2010,2114,1010
72.13,206.0,10.0,31.5,4.59,2.66,1.56,14.0,36.0,117.0,,,,13.3,14.2,24.2,24.2,0,Tulane (LA),2010,2807,1113
70.0,188.0,,,4.4,2.5,1.51,11.0,33.0,118.0,4.19,7.0,,14.3,14.9,0,0,6,Arizona State,2010,1626,815
73.5,221.0,9.25,32.5,4.53,2.64,1.52,8.0,33.5,116.0,4.31,6.9,,15.2,15.4,0,0,4,Syracuse,2010,2044,746
76.5,210.0,9.13,33.25,4.5,2.52,1.48,15.0,36.5,125.0,4.11,6.81,,13.5,13.5,,13.8,0,Toledo,2010,3102,1065
73.0,205.0,,,,,,13.0,,,,,,10.3,12.3,0,0,0,Nevada Las Vegas,2010,3495,760
78.0,229.0,,,4.55,2.66,1.62,17.0,33.5,118.0,4.26,,,0,0,0,0,0,Cal Poly,2009,0,0
74.88,218.0,,,4.49,2.62,1.56,23.0,37.0,124.0,4.47,,,15.8,17.1,0,0,1,Rutgers,2009,3043,1371
74.63,215.0,,,,,,,,,,,,9.4,10.7,0,0,0,Utah,2009,408,66
70.38,182.0,,,4.31,2.5,1.47,12.0,34.5,118.0,4.48,7.01,11.32,17.2,15.5,0,0,3,Penn State,2009,2771,810
72.25,196.0,,,4.35,2.53,1.47,,31.5,,,,,13.9,15.8,0,0,0,Louisiana State,2009,1134,513
71.63,200.0,,,4.62,2.61,1.56,,33.5,,4.26,6.9,11.29,11.1,11.9,0,0,0,Boise State,2009,1999,802
72.88,200.0,,,4.56,2.6,1.5,17.0,34.0,120.0,4.24,6.78,,14.5,15.1,27.5,26.1,4,Brigham Young,2009,3255,1538
68.63,196.0,,,4.5,2.63,1.47,,,,4.47,7.28,,12.2,12.3,20.6,23.7,0,Texas,2009,2598,1123
73.38,215.0,,,,,,,,,,,,12.0,13.5,50.0,33.0,1,Texas Tech,2009,3127,1165
70.25,191.0,,,4.52,2.57,1.5,13.0,42.5,129.0,4.41,7.1,,15.1,14.2,,33.0,5,Rice (TX),2009,4138,1310
70.38,195.0,,,,,,,,,,,,0,0,0,0,7,Kent State (OH),2009,0,0
74.13,204.0,,,4.43,2.53,1.54,,37.0,,4.18,,,0,0,0,0,0,Stephen F. Austin (TX),2009,0,0
72.5,201.0,,,4.45,,,27.0,,,,,,11.1,12.8,0,0,0,North Carolina,2009,1237,334
72.38,210.0,,,,,,,,,,,,11.8,15.1,,18.5,6,Washington State,2009,2756,673
73.63,195.0,,,4.52,2.61,1.5,,34.5,,4.12,6.65,10.92,22.8,15.9,0,0,4,Ohio State,2009,1429,479
71.13,192.0,,,4.39,2.51,1.47,19.0,,,,,,0,0,0,0,1,Florida,2009,0,0
73.63,210.0,,,4.25,2.5,1.44,16.0,38.5,126.0,4.18,6.8,,14.5,15.1,0,0,1,Maryland,2009,2089,609
72.88,210.0,,,4.44,2.62,1.56,,34.5,,4.4,,,15.5,14.2,23.8,26.4,3,Oklahoma,2009,2861,1150
70.88,189.0,,,,,,,,,,,,17.0,14.4,24.0,19.3,7,Oklahoma,2009,1710,714
72.25,206.0,,,4.49,2.59,1.53,18.0,35.5,121.0,4.24,7.37,,13.1,12.8,19.3,20.1,0,South Florida,2009,1434,498
76.5,204.0,,,4.49,2.62,1.49,11.0,38.0,119.0,4.45,7.25,,10.8,11.8,10.0,22.3,0,Clemson,2009,2733,722
72.13,202.0,,,,,,,,,,,,11.7,12.6,0,0,0,Pittsburgh,2009,1646,422
71.5,185.0,,,4.29,2.53,1.47,,35.0,,4.15,6.81,,0,0,0,0,0,Abilene Christian (TX),2009,0,0
71.63,184.0,,,4.4,,,20.0,,,,,,0,0,0,0,0,McNeese State (LA),2009,0,0
72.13,198.0,,,4.45,2.62,1.58,,,,,,,12.4,12.7,24.0,24.1,1,Missouri,2009,2315,1260
71.38,187.0,,,,,,,,,,,,25.9,28.7,,13.0,0,Tulsa (OK),2009,2356,1112
73.5,210.0,,,4.6,2.65,1.56,,36.5,,,,,15.9,14.4,0,0,2,Georgia,2009,2282,920
72.38,189.0,,,4.37,2.53,1.46,,37.0,,4.1,6.96,,11.9,13.4,0,0,5,South Carolina,2009,2781,642
72.63,214.0,,,4.46,2.58,1.53,12.0,34.5,116.0,4.21,6.85,,13.2,12.5,0,0,0,Indiana,2009,1272,450
75.63,218.0,,,4.43,2.53,1.5,9.0,32.0,116.0,4.33,7.04,,18.7,18.1,0,0,7,Nevada,2009,2763,1141
74.38,203.0,,,4.32,2.58,1.48,12.0,,,,,,17.2,16.2,,13.7,4,Florida,2009,1245,655
72.75,212.0,,,4.51,2.6,1.52,,36.0,,,,,18.0,15.7,19.1,19.6,1,North Carolina,2009,2840,1222
70.88,179.0,,,4.62,2.66,1.61,,38.0,,4.2,6.8,,15.5,12.8,0,0,0,Penn State,2009,2015,637
72.5,196.0,,,4.36,2.51,1.5,,36.0,,4.08,6.67,,12.5,11.4,18.3,18.3,0,Virginia,2009,1332,723
74.63,207.0,,,4.75,2.75,1.68,22.0,38.0,125.0,4.33,6.9,,10.4,11.6,0,0,0,Purdue,2009,2356,720
72.38,188.0,,,4.51,2.62,1.56,,33.5,,,,,16.9,15.9,0,0,0,Marshall (WV),2009,1605,945
73.75,197.0,,,4.66,2.71,1.67,,36.5,,4.42,,,11.6,13.3,0,0,0,San Jose State,2009,1684,832
74.88,209.0,,,4.46,2.62,1.53,,37.5,,4.19,6.72,,12.7,14.7,0,0,2,Ohio State,2009,1866,535
73.75,231.0,,,,,,,,,,,,12.3,11.6,,20.0,0,Western Michigan,2009,3019,1276
69.38,189.0,,,4.54,2.62,1.5,13.0,30.0,110.0,4.28,7.03,,14.9,16.2,0,0,7,Oregon State,2009,2653,1040
73.38,203.0,,,4.7,2.75,1.65,12.0,35.5,110.0,4.24,6.78,,14.9,14.9,0,0,0,Nebraska,2009,2476,941
71.88,183.0,,,,,,,,,,,,0,0,0,0,3,North Carolina,2009,0,0
67.88,195.0,,,4.3,2.5,1.44,,40.5,,4.28,6.65,,11.1,12.5,22.6,23.5,4,Arizona,2009,3231,825
77.13,223.0,,,,,,,,,,,,15.1,12.7,0,0,3,Southern California,2009,1752,741
73.13,184.0,,,4.31,2.53,1.47,7.0,41.5,129.0,4.11,6.62,,12.4,14.6,18.7,22.2,7,Rutgers,2009,1931,494
72.38,199.0,,,4.28,2.45,1.43,14.0,40.0,129.0,4.27,6.9,,20.1,18.9,24.6,24.0,3,Mississippi,2009,1910,784
71.5,194.0,,,4.65,2.65,1.54,15.0,33.0,,,,,11.0,10.8,0,0,3,Penn State,2009,1743,485
76.13,237.0,,,4.63,2.65,1.59,14.0,35.5,118.0,4.56,7.37,,13.1,14.6,0,0,0,Oregon,2009,2546,473
75.63,190.0,,,,,,,,,,,,0,0,0,0,0,Mississippi College,2008,0,0
70.5,183.0,,,4.7,2.71,1.63,13.0,27.5,103.0,4.25,6.81,,11.4,11.0,0,0,0,Texas Tech,2008,2246,1245
74.88,203.0,,,,,,,,,,,,13.2,13.2,,15.0,7,Michigan,2008,1438,882
71.0,192.0,9.63,30.75,4.46,2.6,1.55,16.0,,,,,,16.0,15.7,28.3,22.4,2,Houston,2008,3289,1456
71.5,209.0,9.5,32.13,4.52,2.59,1.5,15.0,26.0,110.0,4.22,7.15,,11.1,12.1,0,0,3,Vanderbilt,2008,2852,830
69.88,194.0,9.0,30.13,4.77,2.69,1.59,12.0,31.5,118.0,4.27,6.97,,11.7,12.3,0,0,0,Hawaii,2008,3610,1266
76.88,214.0,9.25,32.5,4.69,2.71,1.6,,31.5,,4.23,6.92,,15.0,17.6,0,0,0,Iowa State,2008,3096,779
74.88,223.0,9.5,33.75,4.77,2.75,1.61,14.0,,,,,,15.0,17.4,0,0,0,Oklahoma State,2008,2697,1006
72.75,211.0,9.75,32.63,4.75,2.75,1.59,19.0,36.5,120.0,4.47,7.12,12.07,12.6,14.4,0,0,0,Stanford,2008,2431,642
71.63,160.0,8.75,32.5,4.47,2.59,1.54,,30.5,,,,,15.9,15.4,,35.3,0,UCLA,2008,1511,810
74.13,202.0,,,4.64,2.65,1.58,13.0,30.0,120.0,4.38,7.18,,13.6,12.0,16.0,16.0,0,New Mexico,2008,2192,1031
69.75,174.0,9.13,32.13,4.55,2.61,1.56,,,,4.24,6.88,,10.8,12.2,28.0,24.1,0,Purdue,2008,3548,936
72.5,201.0,9.5,34.38,4.48,2.61,1.52,10.0,38.5,125.0,4.2,6.77,11.36,11.2,12.6,24.3,25.6,4,Kentucky,2008,2376,741
72.25,204.0,9.13,32.75,4.39,2.57,1.52,,33.0,,4.11,6.75,,13.6,12.7,,20.3,3,Florida,2008,2349,761
72.13,209.0,,,,,,,,,,,,9.2,12.1,18.0,16.9,3,Louisiana State,2008,1943,525
71.25,176.0,8.25,32.25,4.57,2.66,1.57,,31.0,,4.12,6.57,,16.3,16.9,16.0,19.7,3,Louisville,2008,2924,1159
72.5,214.0,9.75,32.5,4.39,2.54,1.47,,34.5,,,,,0,0,0,0,0,Missouri,2008,0,0
71.88,210.0,9.5,31.13,4.44,2.59,1.5,20.0,36.5,125.0,4.19,6.9,,0,0,0,0,0,Mount Union (OH),2008,0,0
70.0,187.0,9.0,30.25,4.57,2.64,1.55,17.0,27.5,118.0,4.16,6.91,,12.9,14.2,0,0,0,Hawaii,2008,3370,1372
73.88,193.0,9.25,31.13,4.62,2.64,1.58,,29.5,,,,,15.0,15.1,7.0,19.4,0,Alabama,2008,2923,1005
77.38,217.0,10.25,35.5,4.53,2.6,1.56,18.0,31.5,125.0,4.2,6.84,,14.2,14.3,0,0,2,Indiana,2008,2740,1125
75.5,213.0,9.25,33.38,4.62,2.66,1.57,,28.5,,4.43,7.03,,15.5,16.1,0,0,7,Virginia Tech,2008,1338,635
71.0,187.0,9.5,30.13,4.58,2.67,1.55,14.0,,117.0,,,,12.1,12.9,22.0,21.4,4,California,2008,1748,872
75.63,207.0,9.0,33.75,4.59,2.67,1.59,,31.5,,4.3,7.08,,18.8,15.4,0,0,6,Kansas,2008,1598,1014
74.75,221.0,8.5,33.25,4.59,2.71,1.62,15.0,29.5,126.0,,,,21.8,17.7,0,0,6,Wisconsin,2008,936,305
69.75,169.0,9.38,29.75,4.4,2.55,1.54,,,,,,,11.7,15.0,0,0,2,California,2008,2423,762
69.5,182.0,8.63,30.63,4.37,2.55,1.5,,29.5,,4.38,6.81,11.22,0,0,0,0,0,Appalachian State (NC),2008,0,0
71.13,177.0,9.0,30.75,4.53,2.62,1.58,14.0,32.0,118.0,4.18,6.75,11.43,0,0,0,0,0,Jackson State (MS),2008,0,0
73.88,210.0,9.63,32.75,4.59,2.62,1.59,16.0,32.5,121.0,4.26,7.07,11.61,17.4,16.7,0,0,7,Kentucky,2008,1200,1041
73.0,180.0,,,,,,,,,,,,0,0,0,0,2,Arkansas-Pine Bluff,2008,0,0
75.75,224.0,,,,,,,,,,,,16.8,15.9,0,0,2,Oklahoma,2008,2285,821
71.75,181.0,9.0,32.13,4.62,2.69,1.58,16.0,32.0,117.0,4.27,7.34,11.68,16.3,16.9,0,0,3,Michigan,2008,2310,1174
73.5,205.0,9.63,32.0,4.68,2.72,1.6,,29.0,,4.48,7.12,11.75,0,0,0,0,0,Delaware State,2008,0,0
76.25,222.0,9.75,33.25,4.61,2.71,1.64,9.0,34.5,119.0,4.3,7.08,11.68,9.0,15.6,0,0,7,Arkansas,2008,2151,144
70.75,195.0,9.0,31.13,4.51,2.62,1.52,,28.0,,4.3,7.09,11.94,0,0,0,0,5,Wake Forest,2008,0,0
74.63,217.0,10.0,32.5,4.55,2.61,1.54,,31.0,,4.35,7.03,11.53,13.2,13.7,0,0,2,Kansas State,2008,2822,1606
73.63,206.0,,,,,,,,,,,,18.3,14.0,0,0,0,Oregon,2008,713,165
75.13,224.0,,,4.55,2.61,1.55,,28.5,,4.29,6.95,,14.3,15.9,0,0,0,Nebraska,2008,1444,814
69.25,201.0,8.63,31.0,4.52,2.59,1.5,20.0,34.5,130.0,4.32,6.88,11.47,11.5,11.7,26.4,26.8,0,West Virginia,2008,1550,733
73.25,200.0,9.63,32.0,4.62,2.63,1.56,,30.0,,4.32,7.03,11.36,12.8,13.4,0,0,0,Hawaii,2008,3919,1174
71.5,202.0,9.38,31.38,4.75,2.72,1.62,,27.5,,4.77,7.31,11.94,11.6,14.0,29.3,24.8,6,Utah State,2008,2485,640
69.63,184.0,8.63,31.0,4.46,2.58,1.49,24.0,36.0,124.0,4.34,7.07,11.66,15.0,14.9,0,0,2,Virginia Tech,2008,1778,496
75.88,208.0,,,,,,,,,,,,19.4,15.6,0,0,7,San Diego State,2008,1603,679
72.75,194.0,9.75,31.75,4.4,2.54,1.53,19.0,37.5,128.0,3.96,6.67,10.87,0,0,0,0,0,Richmond (VA),2008,0,0
73.75,199.0,11.0,34.25,4.44,2.6,1.51,,37.5,,4.52,7.08,11.77,0,0,0,0,0,Coastal Carolina (SC),2008,0,0
73.38,221.0,9.13,32.13,4.59,2.68,1.54,20.0,26.5,111.0,4.42,7.1,12.07,12.4,13.5,23.3,19.9,4,New Mexico,2008,2073,1125
72.38,187.0,8.75,31.25,4.64,2.67,1.56,35.0,35.0,119.0,4.5,7.15,11.69,18.7,18.7,0,0,0,Syracuse,2008,1049,822
75.88,215.0,9.5,32.5,4.56,2.66,1.56,35.0,35.0,,,,,16.1,15.4,0,0,2,Texas,2008,1915,306
73.88,216.0,10.13,32.88,4.43,2.56,1.49,,28.0,,4.26,7.15,11.73,15.9,15.9,29.1,29.1,2,Michigan State,2008,1350,1260
77.38,232.0,10.25,34.0,4.63,2.69,1.55,16.0,30.0,115.0,4.44,7.07,,14.3,17.5,0,0,7,Louisville,2008,2271,501
72.25,198.0,9.0,32.25,4.42,2.5,1.5,,37.0,,,,,11.4,11.9,0,0,5,East Carolina (NC),2007,1732,708
75.13,208.0,10.13,36.5,4.59,2.65,1.59,,36.0,,4.19,6.69,,15.3,14.8,0,0,7,Florida,2007,2236,920
72.88,196.0,,,,,,,,,4.21,6.94,,0,0,0,0,0,New Hampshire,2007,0,0
70.63,203.0,,,4.82,2.75,1.66,15.0,30.0,112.0,4.19,6.9,,0,0,0,0,0,Georgia Tech,2007,0,0
74.25,221.0,9.63,34.25,4.58,2.67,1.56,,33.0,,4.35,6.81,,15.2,15.6,0,0,1,Louisiana State,2007,2403,990
72.38,193.0,9.25,33.25,4.48,2.57,1.53,,33.0,,4.29,6.9,,11.6,10.9,0,0,5,Michigan,2007,1696,670
72.63,200.0,,,,,,,,,,,,16.2,15.2,21.5,21.5,7,San Jose State,2007,1566,844
72.25,188.0,10.25,31.75,4.39,2.55,1.54,,32.5,,4.15,7.0,11.75,12.5,14.8,22.0,23.8,5,Virginia Tech,2007,1373,424
70.75,184.0,9.75,32.75,4.59,2.66,1.58,,34.5,,4.3,6.99,,15.4,14.2,9.0,18.6,0,Florida,2007,1165,523
70.25,181.0,9.13,30.0,4.51,2.62,1.55,15.0,35.5,115.0,4.14,6.66,11.3,14.0,13.4,0,0,4,Florida State,2007,1842,684
77.75,209.0,10.0,35.0,4.52,2.6,1.55,,36.0,,4.27,6.89,,0,0,0,0,0,Central Arkansas,2007,0,0
71.25,174.0,8.63,32.5,4.34,2.5,1.53,,,,4.21,6.85,,14.9,15.7,0,0,3,Kansas State,2007,1144,418
74.13,211.0,9.13,34.5,4.55,2.63,1.57,17.0,32.5,117.0,,,,14.3,15.0,0,0,0,Texas Tech,2007,2626,1300
72.0,193.0,9.38,31.0,4.46,2.59,1.53,,38.0,,4.08,6.54,11.45,14.4,14.8,14.2,12.3,1,Ohio State,2007,1286,734
74.0,229.0,,,,,,,,,,,,11.3,11.2,18.7,18.7,5,Ohio State,2007,580,147
